event_id,entity_id,entity_type,role_group,timestamp,source_ip,geo_city,geo_lat,geo_lon,resource_accessed,auth_method,auth_result,session_duration,command_sequence,device_fingerprint,bytes_transferred,label
evt_00000211,service_account_0087,service_account,data_pipeline,2026-06-01 02:09:28.348287,117.203.133.174,Singapore,1.3286,103.8568,backup_service,password,success,1295.7,write_batch;backup_run;consume_msg;write_batch,fp_7bb72f910f07,110964.8,normal
evt_00000240,service_account_0095,service_account,billing_infra,2026-06-01 02:17:15.943202,40.25.239.107,Sao Paulo,-23.4098,-46.6145,secrets_vault,sso_saml,success,1193.8,read_batch;backup_run;publish_msg;rotate_key;healthcheck;consume_msg;sync_job;rotate_key;healthcheck;consume_msg,fp_65cfe2fbefd2,64240.5,normal
evt_00000238,service_account_0095,service_account,billing_infra,2026-06-01 02:30:41.208379,25.122.217.220,Sao Paulo,-23.5635,-46.7262,secrets_vault,sso_saml,success,1179.2,read_batch;consume_msg;sync_job;read_batch;healthcheck;publish_msg;read_batch;rotate_key;write_batch,fp_65cfe2fbefd2,21982.2,normal
evt_00000227,service_account_0091,service_account,data_pipeline,2026-06-01 02:32:38.397315,161.125.37.130,Chicago,41.8372,-87.5757,message_queue,sso_saml,success,1692.8,read_batch,fp_dfefca369170,251171.8,normal
evt_00000260,service_account_0103,service_account,billing_infra,2026-06-01 03:08:11.438498,146.112.79.121,London,51.4391,-0.0289,message_queue,api_key,success,546.3,publish_msg;sync_job;healthcheck;write_batch;consume_msg;sync_job;backup_run;backup_run;write_batch;publish_msg,fp_2adbffe2cc8f,89730.5,normal
evt_00000237,service_account_0095,service_account,billing_infra,2026-06-01 03:12:58.883835,185.14.83.73,Sao Paulo,-23.5542,-46.612,secrets_vault,sso_saml,success,1075.2,backup_run;consume_msg;backup_run;read_batch;write_batch,fp_65cfe2fbefd2,35402.0,normal
evt_00000224,service_account_0091,service_account,data_pipeline,2026-06-01 03:17:41.589816,90.2.235.24,Chicago,41.9089,-87.7024,monitoring_api,sso_saml,success,1880.7,sync_job;consume_msg;backup_run;publish_msg;backup_run,fp_dfefca369170,323201.9,normal
evt_00000236,service_account_0095,service_account,billing_infra,2026-06-01 03:28:17.125764,94.253.28.16,Sao Paulo,-23.5509,-46.6637,monitoring_api,sso_saml,success,1100.8,write_batch;publish_msg,fp_65cfe2fbefd2,29835.2,normal
evt_00000209,service_account_0086,service_account,billing_infra,2026-06-01 03:35:45.176737,53.214.187.75,Singapore,1.4757,103.8283,monitoring_api,mfa_push,success,998.3,rotate_key;healthcheck;backup_run,fp_4acf48aef3fa,353541.8,normal
evt_00000297,edge_device_0116,edge_device,retail_pos,2026-06-01 03:37:06.928232,121.40.58.12,Mumbai,19.0271,72.9286,edge_config_api,api_key,success,757.5,telemetry_push;sensor_read,fp_b2cb2e1e9fa8,81515.7,normal
evt_00000301,edge_device_0117,edge_device,iot_fleet,2026-06-01 04:27:26.171716,108.198.226.127,Mumbai,19.0367,72.9379,sensor_ingest,cert_based,success,406.7,telemetry_push;sensor_read;config_pull,fp_6d0d569c1634,3245.3,normal
evt_00000226,service_account_0091,service_account,data_pipeline,2026-06-01 04:30:32.891343,223.180.206.240,Chicago,41.8457,-87.5476,log_aggregator,sso_saml,success,1675.0,publish_msg;rotate_key;sync_job;sync_job;healthcheck,fp_dfefca369170,194093.6,normal
evt_00000277,edge_device_0109,edge_device,gateway_fleet,2026-06-01 04:35:14.309010,193.46.183.83,Dubai,25.2666,55.233,pos_gateway,mfa_push,success,203.4,config_pull;sensor_read;config_pull,fp_e14b18ddb61a,9559.9,normal
evt_00000235,service_account_0095,service_account,billing_infra,2026-06-01 05:03:18.894041,205.123.47.215,Sao Paulo,-23.6635,-46.6225,backup_service,sso_saml,success,1189.2,rotate_key;healthcheck;publish_msg;rotate_key;sync_job,fp_65cfe2fbefd2,0.0,normal
evt_00000177,user_0070,user,support,2026-06-01 05:05:27.449385,208.48.76.248,Frankfurt,50.0366,8.6892,email,api_key,success,970.0,download_report;search;download_report,fp_fe1e08aafe9f,399035.8,normal
evt_00000202,service_account_0084,service_account,ci_infra,2026-06-01 05:27:21.871387,201.128.80.119,Seoul,37.6438,126.9682,monitoring_api,cert_based,success,1496.0,consume_msg;rotate_key;sync_job,fp_c1cbe3653989,411790.9,normal
evt_00000145,user_0057,user,finance,2026-06-01 05:31:07.508372,203.21.145.161,Dubai,25.1831,55.2893,email,password,success,1615.4,edit_record;git_push;search;git_pull,fp_dc26bb3e3efd,470813.1,normal
evt_00000208,service_account_0086,service_account,billing_infra,2026-06-01 05:39:54.424240,219.219.183.119,Singapore,1.4233,103.8696,billing_api,mfa_push,success,788.4,publish_msg;healthcheck;rotate_key;sync_job;backup_run,fp_4acf48aef3fa,303369.9,normal
evt_00000254,service_account_0100,service_account,billing_infra,2026-06-01 05:50:00.271892,177.237.104.26,New York,40.6241,-73.9362,billing_api,sso_saml,success,1931.7,read_batch;publish_msg;write_batch,fp_bf9218a26d3b,54883.2,normal
evt_00000275,edge_device_0108,edge_device,retail_pos,2026-06-01 05:52:13.684400,123.137.175.145,New York,40.7949,-74.0918,iot_hub_telemetry,mfa_push,success,407.3,sensor_read;heartbeat,fp_a83eccea979f,220141.5,normal
evt_00000280,edge_device_0110,edge_device,iot_fleet,2026-06-01 06:03:37.179569,159.181.195.181,Toronto,43.6206,-79.3721,sensor_ingest,password,success,1035.0,sensor_read;sensor_read,fp_58ffbacb3e0b,249242.6,normal
evt_00000199,service_account_0084,service_account,ci_infra,2026-06-01 06:24:24.321925,39.84.129.170,Seoul,37.6465,126.9991,message_queue,cert_based,success,1609.2,backup_run;rotate_key,fp_c1cbe3653989,386232.0,normal
evt_00000175,user_0070,user,support,2026-06-01 06:48:03.076071,154.227.161.167,Frankfurt,50.0605,8.6471,wiki,api_key,success,689.1,download_report;git_push;export_csv;search,fp_fe1e08aafe9f,384156.8,normal
evt_00000225,service_account_0091,service_account,data_pipeline,2026-06-01 06:49:26.778836,183.176.187.209,Chicago,41.8355,-87.6168,message_queue,sso_saml,success,1766.6,publish_msg;write_batch;publish_msg;backup_run;healthcheck;read_batch;healthcheck,fp_dfefca369170,325212.3,normal
evt_00000223,service_account_0091,service_account,data_pipeline,2026-06-01 07:06:28.492518,214.29.34.94,Chicago,41.9898,-87.5797,message_queue,sso_saml,success,1722.1,rotate_key;healthcheck,fp_dfefca369170,270228.2,normal
evt_00000109,user_0042,user,support,2026-06-01 07:27:30.490606,72.95.89.104,Toronto,43.6665,-79.4364,hr_portal,password,success,990.4,git_pull;export_csv;export_csv;git_push,fp_4eaa62a92b5c,393436.1,normal
evt_00000282,edge_device_0110,edge_device,iot_fleet,2026-06-01 07:36:09.431488,210.209.98.196,Toronto,43.6884,-79.3213,camera_feed_relay,password,success,1220.5,telemetry_push;telemetry_push;reboot;sensor_read;config_pull,fp_58ffbacb3e0b,247090.3,normal
evt_00000259,service_account_0103,service_account,billing_infra,2026-06-01 07:38:45.095348,119.132.194.242,London,51.5229,-0.136,message_queue,api_key,success,430.7,consume_msg;write_batch;healthcheck,fp_2adbffe2cc8f,74182.5,normal
evt_00000069,user_0023,user,finance,2026-06-01 07:39:14.250245,117.109.200.144,Toronto,43.7271,-79.4103,billing_console,cert_based,success,989.2,open_ticket;git_push;git_push;open_ticket;export_csv;view_dashboard,fp_b9a7f55242ba,212409.3,normal
evt_00000171,user_0067,user,finance,2026-06-01 07:41:43.944769,212.211.154.210,Austin,30.1744,-97.777,shared_drive_eng,mfa_push,success,671.4,export_csv;edit_record;download_report;download_report;send_email;git_pull,fp_5ae6f0ef1268,396769.6,normal
evt_00000108,user_0042,user,support,2026-06-01 07:43:39.778399,49.181.32.252,Toronto,43.6897,-79.2928,customer_db,password,fail,984.9,export_csv,fp_4eaa62a92b5c,386571.4,normal
evt_00000193,user_0079,user,finance,2026-06-01 07:46:30.080478,132.100.62.78,Sydney,-33.863,151.0972,wiki,cert_based,success,519.8,git_pull;git_pull;send_email,fp_ccceb8abf1a7,396570.0,normal
evt_00000070,user_0023,user,finance,2026-06-01 07:47:27.057598,76.44.97.251,Toronto,43.6879,-79.3704,billing_console,cert_based,success,1406.8,edit_record;git_pull;edit_record;view_dashboard;export_csv;edit_record,fp_b9a7f55242ba,289639.0,normal
evt_00000276,edge_device_0108,edge_device,retail_pos,2026-06-01 07:57:04.788488,155.229.138.32,New York,40.6522,-74.0699,iot_hub_telemetry,mfa_push,success,215.2,heartbeat;firmware_check;telemetry_push,fp_a83eccea979f,207993.7,normal
evt_00000110,user_0042,user,support,2026-06-01 08:08:37.608254,198.169.93.111,Toronto,43.6759,-79.4057,shared_drive_eng,password,success,1074.9,open_ticket;download_report,fp_4eaa62a92b5c,425363.4,normal
evt_00000133,user_0052,user,engineering,2026-06-01 08:12:52.283490,91.207.228.131,Dubai,25.2216,55.2734,customer_db,cert_based,success,554.6,open_ticket;edit_record,fp_faaebbf1dcc7,90443.2,normal
evt_00000176,user_0070,user,support,2026-06-01 08:16:48.355181,170.20.0.47,Frankfurt,50.0877,8.7064,hr_portal,api_key,success,1113.0,git_push;download_report;send_email;export_csv,fp_8dd8febe73bb,395060.6,normal
evt_00000027,user_0011,user,finance,2026-06-01 08:17:18.371705,141.128.190.43,Dublin,53.2646,-6.302,crm,sso_saml,success,848.5,download_report;open_ticket;view_dashboard;open_ticket,fp_5d1dc072f39f,77365.8,normal
evt_00000253,service_account_0100,service_account,billing_infra,2026-06-01 08:28:25.765212,166.220.124.172,New York,40.8144,-74.0572,billing_api,sso_saml,success,1405.9,write_batch;healthcheck;publish_msg;healthcheck;rotate_key,fp_bf9218a26d3b,73643.4,normal
evt_00000006,user_0003,user,finance,2026-06-01 08:30:57.418127,221.108.180.212,London,51.4207,-0.1194,email,sso_saml,fail,1165.7,search;edit_record,fp_ecf4ade33aba,433441.3,normal
evt_00000134,user_0052,user,engineering,2026-06-01 08:32:09.114526,186.9.165.3,Dubai,25.1178,55.2717,wiki,cert_based,success,282.5,edit_record;open_ticket;view_dashboard,fp_faaebbf1dcc7,71999.7,normal
evt_00000129,user_0050,user,support,2026-06-01 08:33:24.615311,153.148.84.167,New York,40.7225,-73.8957,code_repo,cert_based,success,621.2,git_pull;edit_record;download_report;download_report;view_dashboard;export_csv;search,fp_39d59e1f1bbf,408985.6,normal
evt_00000008,user_0004,user,hr,2026-06-01 08:35:53.867028,42.55.219.177,Frankfurt,50.1501,8.6957,shared_drive_finance,mfa_push,success,369.7,send_email;git_pull;search,fp_918fbfc0feb5,463541.5,normal
evt_00000005,user_0003,user,finance,2026-06-01 08:45:07.345974,65.178.195.236,London,51.5362,-0.1014,vpn_gateway,sso_saml,success,1111.5,git_push;search;git_push,fp_ecf4ade33aba,434335.8,normal
evt_00000127,user_0049,user,finance,2026-06-01 08:50:23.830349,76.92.61.13,London,51.4715,-0.089,crm,api_key,success,711.9,export_csv;git_push;view_dashboard,fp_dd043ed9b525,344693.4,normal
evt_00000178,user_0071,user,support,2026-06-01 08:54:32.363072,152.245.138.142,Berlin,52.5677,13.4298,wiki,password,success,1713.1,download_report;open_ticket;git_push,fp_76ef2b9ad042,69250.1,normal
evt_00000144,user_0057,user,finance,2026-06-01 09:01:22.289194,118.16.250.163,Dubai,25.263,55.3172,payroll_admin,password,success,1497.2,git_pull,fp_dc26bb3e3efd,459925.7,normal
evt_00000111,user_0043,user,engineering,2026-06-01 09:04:09.757192,221.175.156.121,Seoul,37.5739,126.9545,wiki,sso_saml,success,342.8,export_csv;search;git_push;git_push,fp_981da4b1db4b,451526.0,normal
evt_00000007,user_0003,user,finance,2026-06-01 09:07:06.786262,122.57.188.12,London,51.5161,-0.067,wiki,sso_saml,success,998.5,git_pull;git_push;send_email;download_report;git_push,fp_ecf4ade33aba,430080.2,normal
evt_00000228,service_account_0092,service_account,billing_infra,2026-06-01 09:15:06.277627,143.146.79.208,Austin,30.2289,-97.7631,secrets_vault,api_key,success,1757.6,publish_msg;read_batch;backup_run;rotate_key;rotate_key,fp_9ca10a66b3aa,248188.0,normal
evt_00000250,service_account_0100,service_account,billing_infra,2026-06-01 09:15:07.738267,11.60.165.174,New York,40.6757,-74.0652,backup_service,sso_saml,success,1258.1,sync_job;rotate_key;sync_job,fp_bf9218a26d3b,64982.4,normal
evt_00000192,user_0079,user,finance,2026-06-01 09:16:58.460306,35.85.94.216,Sydney,-33.9422,151.2409,crm,cert_based,success,1519.6,git_pull;send_email;open_ticket;export_csv;open_ticket;download_report,fp_ccceb8abf1a7,387391.7,normal
evt_00000281,edge_device_0110,edge_device,iot_fleet,2026-06-01 09:22:46.742073,188.208.129.60,Toronto,43.5821,-79.4549,camera_feed_relay,password,success,775.2,telemetry_push;config_pull;reboot;firmware_check;firmware_check;config_pull;telemetry_push;config_pull;reboot,fp_58ffbacb3e0b,247619.8,normal
evt_00000174,user_0069,user,support,2026-06-01 09:24:01.796583,157.209.180.46,Mumbai,18.9811,72.942,payroll_admin,password,success,1176.6,git_push,fp_c9efad9129cc,257038.3,normal
evt_00000141,user_0055,user,sales,2026-06-01 09:35:36.709098,197.60.181.30,Frankfurt,50.0717,8.689,crm,mfa_push,success,1721.6,search;send_email;search;view_dashboard,fp_feebb243b0c8,30639.5,normal
evt_00000081,user_0027,user,sales,2026-06-01 09:39:44.009090,77.238.207.187,Chicago,41.8379,-87.6022,crm,cert_based,success,1481.8,open_ticket;git_push;git_pull;open_ticket,fp_109752fccefe,388771.7,normal
evt_00000033,user_0012,user,engineering,2026-06-01 09:40:35.261240,136.218.109.97,Dubai,25.2047,55.2912,shared_drive_finance,api_key,success,7.2,enumerate;access;pivot,fp_08ef07fe7cdf,339864.6,lateral_movement
evt_00000034,user_0012,user,engineering,2026-06-01 09:41:53.439520,209.129.250.50,Dubai,25.2065,55.2567,monitoring_api,api_key,success,28.7,enumerate;access;pivot,fp_08ef07fe7cdf,334536.6,lateral_movement
evt_00000251,service_account_0100,service_account,billing_infra,2026-06-01 09:41:59.976341,194.231.26.135,New York,40.7185,-74.0688,billing_api,sso_saml,success,1762.3,read_batch;read_batch;sync_job,fp_bf9218a26d3b,66204.2,normal
evt_00000037,user_0012,user,engineering,2026-06-01 09:44:49.828920,157.244.135.128,Dubai,25.1431,55.3429,billing_console,api_key,success,28.6,enumerate;access;pivot,fp_08ef07fe7cdf,372861.7,lateral_movement
evt_00000035,user_0012,user,engineering,2026-06-01 09:45:00.331865,74.61.37.32,Dubai,25.2364,55.2006,billing_api,api_key,success,36.7,enumerate;access;pivot,fp_08ef07fe7cdf,408290.4,lateral_movement
evt_00000038,user_0012,user,engineering,2026-06-01 09:47:36.208209,208.94.13.114,Dubai,25.2253,55.3016,customer_db,api_key,success,19.0,enumerate;access;pivot,fp_08ef07fe7cdf,367612.2,lateral_movement
evt_00000036,user_0012,user,engineering,2026-06-01 09:51:29.898361,210.8.107.66,Dubai,25.2018,55.2343,secrets_vault,api_key,success,28.2,enumerate;access;pivot,fp_08ef07fe7cdf,405184.8,lateral_movement
evt_00000252,service_account_0100,service_account,billing_infra,2026-06-01 09:54:06.046085,222.42.197.61,New York,40.731,-74.0096,backup_service,sso_saml,success,1226.4,rotate_key;write_batch;healthcheck;read_batch;read_batch,fp_bf9218a26d3b,62704.5,normal
evt_00000158,user_0061,user,sales,2026-06-01 09:54:52.216843,128.90.216.161,Dublin,53.3421,-6.3197,vpn_gateway,cert_based,success,843.8,edit_record;git_pull;view_dashboard;view_dashboard;view_dashboard,fp_bb037aadb7d3,126352.0,normal
evt_00000201,service_account_0084,service_account,ci_infra,2026-06-01 09:57:17.950849,217.251.141.195,Seoul,37.5324,127.0796,log_aggregator,cert_based,success,1602.8,sync_job;sync_job;backup_run;read_batch;read_batch;rotate_key;publish_msg;consume_msg,fp_c1cbe3653989,373130.7,normal
evt_00000128,user_0050,user,support,2026-06-01 09:57:56.596790,132.113.99.188,New York,40.7227,-73.9815,code_repo,cert_based,success,587.4,open_ticket;send_email;git_pull;edit_record,fp_39d59e1f1bbf,341093.3,normal
evt_00000258,service_account_0102,service_account,billing_infra,2026-06-01 10:05:35.299910,42.4.161.102,Berlin,52.556,13.4362,log_aggregator,sso_saml,success,1375.3,backup_run;write_batch,fp_5e5df6e0cd4d,415090.5,normal
evt_00000121,user_0048,user,support,2026-06-01 10:05:44.246040,149.66.134.209,Singapore,1.4175,103.7951,customer_db,mfa_push,success,1434.0,export_csv;git_pull;open_ticket,fp_d39e49701b5f,237229.6,normal
evt_00000088,user_0029,user,support,2026-06-01 10:17:12.075167,1.126.15.240,Seoul,37.646,126.9968,shared_drive_eng,api_key,success,509.1,download_report;search;git_push;edit_record;search;git_pull,fp_da91526da0db,222278.2,normal
evt_00000096,user_0037,user,finance,2026-06-01 10:21:23.122743,48.249.11.43,Mumbai,19.0495,72.8814,payroll_admin,sso_saml,success,780.3,git_pull;git_pull;view_dashboard;export_csv;edit_record,fp_73d0c3253e00,372033.5,normal
evt_00000137,user_0054,user,finance,2026-06-01 10:21:36.446271,155.232.93.205,Dubai,25.1305,55.2754,wiki,mfa_push,success,1156.0,git_pull;download_report;git_pull,fp_be2bf4dff421,209452.5,normal
evt_00000182,user_0076,user,finance,2026-06-01 10:22:11.016150,201.158.5.48,Chicago,41.9291,-87.5718,code_repo,password,success,1673.2,send_email;git_push;export_csv,fp_dffbc1b103d1,473162.5,normal
evt_00000146,user_0057,user,finance,2026-06-01 10:24:25.007926,207.63.164.86,Dubai,25.2231,55.2564,payroll_admin,password,success,1628.6,download_report;download_report;open_ticket;git_pull,fp_dc26bb3e3efd,448838.3,normal
evt_00000234,service_account_0094,service_account,billing_infra,2026-06-01 10:27:52.223008,211.211.100.119,Frankfurt,50.1319,8.7234,log_aggregator,mfa_push,success,1100.3,rotate_key;backup_run;backup_run,fp_b5bc7fd33441,187404.2,normal
evt_00000172,user_0067,user,finance,2026-06-01 10:28:59.460465,114.113.227.238,Austin,30.2264,-97.7452,shared_drive_eng,mfa_push,success,117.7,git_pull;open_ticket;export_csv;export_csv;download_report;download_report,fp_5ae6f0ef1268,394999.7,normal
evt_00000130,user_0050,user,support,2026-06-01 10:29:15.131536,198.212.198.60,New York,40.7081,-74.0226,shared_drive_eng,cert_based,success,618.5,search;git_pull;send_email;edit_record,fp_39d59e1f1bbf,379500.4,normal
evt_00000068,user_0023,user,finance,2026-06-01 10:30:03.158286,211.38.61.61,Toronto,43.5098,-79.3991,ticketing_system,cert_based,success,1015.9,git_push;search,fp_44affb624530,229562.8,normal
evt_00000159,user_0061,user,sales,2026-06-01 10:31:22.187989,23.0.191.32,Dublin,53.3516,-6.3619,payroll_admin,cert_based,success,1062.8,open_ticket,fp_fa67cbf6b8ef,154650.8,normal
evt_00000194,user_0079,user,finance,2026-06-01 10:36:52.968708,208.254.50.159,Sydney,-33.8536,151.2349,customer_db,cert_based,success,558.7,search;send_email;git_pull,fp_ccceb8abf1a7,387483.7,normal
evt_00000125,user_0048,user,support,2026-06-01 10:45:39.730281,93.117.155.181,Singapore,1.3548,103.712,shared_drive_finance,mfa_push,success,1508.6,download_report,fp_d39e49701b5f,272594.5,normal
evt_00000120,user_0048,user,support,2026-06-01 10:46:14.245947,8.181.77.55,Singapore,1.3191,103.8489,customer_db,mfa_push,success,1472.2,send_email;open_ticket;send_email;edit_record;send_email,fp_d39e49701b5f,187866.6,normal
evt_00000296,edge_device_0115,edge_device,gateway_fleet,2026-06-01 10:49:01.470636,167.142.54.84,Tokyo,35.7128,139.6003,edge_config_api,password,success,452.8,sensor_read,fp_2b21b448fe1c,491314.1,normal
evt_00000098,user_0039,user,hr,2026-06-01 10:51:57.174107,101.80.196.49,Berlin,52.4917,13.46,email,mfa_push,success,1606.1,search;send_email;view_dashboard;export_csv;edit_record,fp_9579929e83e1,85103.1,normal
evt_00000022,user_0009,user,engineering,2026-06-01 10:54:13.378462,200.250.175.183,Austin,30.2687,-97.7416,shared_drive_finance,mfa_push,success,938.7,edit_record;view_dashboard;search;export_csv;export_csv;view_dashboard;view_dashboard,fp_be4f58e66a1a,354038.0,normal
evt_00000107,user_0042,user,support,2026-06-01 10:54:18.494651,209.160.37.1,Toronto,43.6611,-79.3937,customer_db,password,success,1090.3,send_email;git_push;download_report,fp_4eaa62a92b5c,359978.9,normal
evt_00000132,user_0052,user,engineering,2026-06-01 10:54:29.419245,48.253.102.161,Dubai,25.2699,55.3025,wiki,cert_based,success,760.6,open_ticket;export_csv;git_push;send_email,fp_faaebbf1dcc7,70826.9,normal
evt_00000029,user_0011,user,finance,2026-06-01 10:54:48.069285,57.82.8.116,Dublin,53.3697,-6.2325,payroll_admin,sso_saml,success,1104.7,send_email;edit_record;edit_record;search;git_pull,fp_5d1dc072f39f,72097.5,normal
evt_00000197,user_0082,user,hr,2026-06-01 10:55:53.491730,182.249.144.199,Sao Paulo,-23.5049,-46.6694,code_repo,api_key,success,1332.1,open_ticket;send_email;git_push;git_pull;send_email;search;download_report,fp_3366b7efada2,484601.9,normal
evt_00000274,service_account_0107,service_account,billing_infra,2026-06-01 11:07:02.013593,193.20.153.62,Johannesburg,-26.2718,28.0299,backup_service,cert_based,success,982.5,publish_msg;read_batch;sync_job,fp_fdab1c33bde2,47196.3,normal
evt_00000032,user_0012,user,engineering,2026-06-01 11:08:19.164179,207.49.248.228,Dubai,25.2648,55.2853,wiki,api_key,success,1004.5,git_push;search;git_push;send_email;git_pull;edit_record,fp_08ef07fe7cdf,360815.1,normal
evt_00000181,user_0076,user,finance,2026-06-01 11:16:47.507387,149.131.37.123,Chicago,41.813,-87.5434,shared_drive_eng,password,success,1772.6,git_push;send_email;git_pull;export_csv;open_ticket,fp_dffbc1b103d1,480248.4,normal
evt_00000053,user_0019,user,finance,2026-06-01 11:22:15.764522,189.138.88.147,New York,40.787,-74.0589,hr_portal,sso_saml,success,740.0,view_dashboard;git_push;git_push,fp_e2a1847a8ac5,29126.0,normal
evt_00000244,service_account_0096,service_account,data_pipeline,2026-06-01 11:26:03.720656,25.25.78.202,Dublin,53.3249,-6.2158,message_queue,api_key,success,787.2,rotate_key;sync_job;backup_run;healthcheck;publish_msg,fp_83dd81ba8afd,242141.5,normal
evt_00000167,user_0065,user,support,2026-06-01 11:26:46.187488,164.111.222.6,Sao Paulo,-23.5482,-46.5669,code_repo,cert_based,success,1466.5,git_push;git_pull;view_dashboard;send_email,fp_d3ef8aefed0c,447062.0,normal
evt_00000241,service_account_0096,service_account,data_pipeline,2026-06-01 11:31:07.405366,131.125.90.177,Dublin,53.353,-6.279,secrets_vault,api_key,success,484.8,sync_job;healthcheck;backup_run,fp_83dd81ba8afd,229081.7,normal
evt_00000089,user_0029,user,support,2026-06-01 11:35:47.261528,204.167.230.234,Seoul,37.5917,126.8573,payroll_admin,api_key,success,462.6,download_report;open_ticket;view_dashboard;git_push;download_report;search,fp_da91526da0db,223365.4,normal
evt_00000269,service_account_0106,service_account,billing_infra,2026-06-01 11:36:50.200772,216.182.61.164,Sao Paulo,-23.5484,-46.5442,log_aggregator,password,success,409.6,sync_job;healthcheck;sync_job;sync_job;rotate_key,fp_30a7bc58ada2,336874.5,normal
evt_00000196,user_0081,user,engineering,2026-06-01 11:36:57.774985,212.10.0.146,New York,40.74,-74.0302,crm,cert_based,success,326.2,open_ticket;git_push,fp_249c8072d786,39527.4,normal
evt_00000112,user_0046,user,finance,2026-06-01 11:37:51.109508,210.104.101.204,Dubai,25.2561,55.1747,billing_console,mfa_push,success,842.9,search;search;edit_record;git_pull,fp_b06e7a4f36bb,219725.1,normal
evt_00000099,user_0039,user,hr,2026-06-01 11:38:02.441288,164.215.28.54,Berlin,52.4592,13.4471,shared_drive_eng,mfa_push,success,1898.7,view_dashboard;search;send_email;view_dashboard;view_dashboard;send_email,fp_9579929e83e1,107046.9,normal
evt_00000085,user_0029,user,support,2026-06-01 11:41:17.447397,12.164.17.122,Seoul,37.5578,126.9415,shared_drive_eng,api_key,success,794.3,git_pull;edit_record;open_ticket;view_dashboard;open_ticket,fp_da91526da0db,224864.9,normal
evt_00000117,user_0047,user,finance,2026-06-01 11:42:10.931372,143.248.75.145,Chicago,41.888,-87.6682,code_repo,password,success,608.1,view_dashboard;view_dashboard,fp_99e596a9b6ba,19956.2,normal
evt_00000138,user_0054,user,finance,2026-06-01 11:44:59.829505,44.156.57.62,Dubai,25.2291,55.2169,hr_portal,mfa_push,success,1476.1,open_ticket;download_report,fp_398913866f04,198351.5,normal
evt_00000101,user_0039,user,hr,2026-06-01 11:50:18.892549,193.153.72.43,Berlin,52.5337,13.39,customer_db,mfa_push,success,1064.3,edit_record;open_ticket;send_email,fp_9579929e83e1,101591.7,normal
evt_00000299,edge_device_0117,edge_device,iot_fleet,2026-06-01 11:53:06.664802,110.163.154.170,Mumbai,19.0341,72.8434,iot_hub_telemetry,cert_based,success,747.4,heartbeat;reboot,fp_6d0d569c1634,0.0,normal
evt_00000114,user_0046,user,finance,2026-06-01 11:54:28.134043,180.189.47.46,Dubai,25.1612,55.3708,billing_console,mfa_push,success,930.3,download_report;open_ticket;open_ticket;git_push;download_report;open_ticket;git_push,fp_f1ce72fefe2e,307717.8,normal
